	question_id	is_first_time_asked	question_label_nl	question_label_en	model_type	given_recode_json	is_recoded	given_recode_human	total_recode_json	total_recode_human	value_counts	value_counts_human	value_counts_after_recode	value_counts_after_recode_human	answer_options_nl_json	answer_options_nl_human	answer_options_nl_after_recode_json	answer_options_nl_after_recode_human	answer_options_en_json	answer_options_en_human	answer_options_en_after_recode_json	answer_options_en_after_recode_human
777	covt11_scl90som12_adu_q_2	FALSE	zwaar voelen in armen of benen / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"NaN": 14744, "1.0": 10826, "2.0": 1608, "3.0": 257, "4.0": 86, "5.0": 16}	NaN: 14744, 1.0: 10826, 2.0: 1608, 3.0: 257, 4.0: 86, 5.0: 16	{"NaN": 14744, "1.0": 10826, "2.0": 1608, "3.0": 257, "4.0": 86, "5.0": 16}	NaN: 14744, 1.0: 10826, 2.0: 1608, 3.0: 257, 4.0: 86, 5.0: 16	{"2.0": "een beetje", "5.0": "heel erg", "1.0": "helemaal niet", "3.0": "nogal", "4.0": "tamelijk veel"}	2.0: een beetje, 5.0: heel erg, 1.0: helemaal niet, 3.0: nogal, 4.0: tamelijk veel	{"2.0": "een beetje", "5.0": "heel erg", "1.0": "helemaal niet", "3.0": "nogal", "4.0": "tamelijk veel"}	2.0: een beetje, 5.0: heel erg, 1.0: helemaal niet, 3.0: nogal, 4.0: tamelijk veel	{"2.0": "een beetje", "5.0": "heel erg", "1.0": "helemaal niet", "3.0": "nogal", "4.0": "tamelijk veel"}	2.0: een beetje, 5.0: heel erg, 1.0: helemaal niet, 3.0: nogal, 4.0: tamelijk veel	{"2.0": "een beetje", "5.0": "heel erg", "1.0": "helemaal niet", "3.0": "nogal", "4.0": "tamelijk veel"}	2.0: een beetje, 5.0: heel erg, 1.0: helemaal niet, 3.0: nogal, 4.0: tamelijk veel
778	covt12_scl90som12_adu_q_2	FALSE	zwaar voelen in armen of benen / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"NaN": 14330, "1.0": 11035, "2.0": 1829, "3.0": 248, "4.0": 79, "5.0": 16}	NaN: 14330, 1.0: 11035, 2.0: 1829, 3.0: 248, 4.0: 79, 5.0: 16	{"NaN": 14330, "1.0": 11035, "2.0": 1829, "3.0": 248, "4.0": 79, "5.0": 16}	NaN: 14330, 1.0: 11035, 2.0: 1829, 3.0: 248, 4.0: 79, 5.0: 16	{"5.0": "heel erg", "3.0": "nogal", "1.0": "helemaal niet", "4.0": "tamelijk veel", "2.0": "een beetje"}	5.0: heel erg, 3.0: nogal, 1.0: helemaal niet, 4.0: tamelijk veel, 2.0: een beetje	{"5.0": "heel erg", "3.0": "nogal", "1.0": "helemaal niet", "4.0": "tamelijk veel", "2.0": "een beetje"}	5.0: heel erg, 3.0: nogal, 1.0: helemaal niet, 4.0: tamelijk veel, 2.0: een beetje	{"5.0": "heel erg", "3.0": "nogal", "1.0": "helemaal niet", "4.0": "tamelijk veel", "2.0": "een beetje"}	5.0: heel erg, 3.0: nogal, 1.0: helemaal niet, 4.0: tamelijk veel, 2.0: een beetje	{"5.0": "heel erg", "3.0": "nogal", "1.0": "helemaal niet", "4.0": "tamelijk veel", "2.0": "een beetje"}	5.0: heel erg, 3.0: nogal, 1.0: helemaal niet, 4.0: tamelijk veel, 2.0: een beetje
779	covt13_scl90som12_adu_q_2	FALSE	zwaar voelen in armen of benen / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"NaN": 14750, "1.0": 10818, "2.0": 1636, "3.0": 213, "4.0": 94, "5.0": 26}	NaN: 14750, 1.0: 10818, 2.0: 1636, 3.0: 213, 4.0: 94, 5.0: 26	{"NaN": 14750, "1.0": 10818, "2.0": 1636, "3.0": 213, "4.0": 94, "5.0": 26}	NaN: 14750, 1.0: 10818, 2.0: 1636, 3.0: 213, 4.0: 94, 5.0: 26	{"4.0": "tamelijk veel", "3.0": "nogal", "1.0": "helemaal niet", "2.0": "een beetje", "5.0": "heel erg"}	4.0: tamelijk veel, 3.0: nogal, 1.0: helemaal niet, 2.0: een beetje, 5.0: heel erg	{"4.0": "tamelijk veel", "3.0": "nogal", "1.0": "helemaal niet", "2.0": "een beetje", "5.0": "heel erg"}	4.0: tamelijk veel, 3.0: nogal, 1.0: helemaal niet, 2.0: een beetje, 5.0: heel erg	{"4.0": "tamelijk veel", "3.0": "nogal", "1.0": "helemaal niet", "2.0": "een beetje", "5.0": "heel erg"}	4.0: tamelijk veel, 3.0: nogal, 1.0: helemaal niet, 2.0: een beetje, 5.0: heel erg	{"4.0": "tamelijk veel", "3.0": "nogal", "1.0": "helemaal niet", "2.0": "een beetje", "5.0": "heel erg"}	4.0: tamelijk veel, 3.0: nogal, 1.0: helemaal niet, 2.0: een beetje, 5.0: heel erg
780	covt14_scl90som12_adu_q_2	FALSE	zwaar voelen in armen of benen / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"NaN": 15160, "1.0": 10445, "2.0": 1590, "3.0": 227, "4.0": 89, "5.0": 26}	NaN: 15160, 1.0: 10445, 2.0: 1590, 3.0: 227, 4.0: 89, 5.0: 26	{"NaN": 15160, "1.0": 10445, "2.0": 1590, "3.0": 227, "4.0": 89, "5.0": 26}	NaN: 15160, 1.0: 10445, 2.0: 1590, 3.0: 227, 4.0: 89, 5.0: 26	{"4.0": "tamelijk veel", "3.0": "nogal", "5.0": "heel erg", "1.0": "helemaal niet", "2.0": "een beetje"}	4.0: tamelijk veel, 3.0: nogal, 5.0: heel erg, 1.0: helemaal niet, 2.0: een beetje	{"4.0": "tamelijk veel", "3.0": "nogal", "5.0": "heel erg", "1.0": "helemaal niet", "2.0": "een beetje"}	4.0: tamelijk veel, 3.0: nogal, 5.0: heel erg, 1.0: helemaal niet, 2.0: een beetje	{"4.0": "tamelijk veel", "3.0": "nogal", "5.0": "heel erg", "1.0": "helemaal niet", "2.0": "een beetje"}	4.0: tamelijk veel, 3.0: nogal, 5.0: heel erg, 1.0: helemaal niet, 2.0: een beetje	{"4.0": "tamelijk veel", "3.0": "nogal", "5.0": "heel erg", "1.0": "helemaal niet", "2.0": "een beetje"}	4.0: tamelijk veel, 3.0: nogal, 5.0: heel erg, 1.0: helemaal niet, 2.0: een beetje
781	covt15_scl90som12_adu_q_2	FALSE	zwaar voelen in armen of benen / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"NaN": 15026, "1.0": 10652, "2.0": 1492, "3.0": 246, "4.0": 100, "5.0": 21}	NaN: 15026, 1.0: 10652, 2.0: 1492, 3.0: 246, 4.0: 100, 5.0: 21	{"NaN": 15026, "1.0": 10652, "2.0": 1492, "3.0": 246, "4.0": 100, "5.0": 21}	NaN: 15026, 1.0: 10652, 2.0: 1492, 3.0: 246, 4.0: 100, 5.0: 21	{"5.0": "heel erg", "3.0": "nogal", "2.0": "een beetje", "1.0": "helemaal niet", "4.0": "tamelijk veel"}	5.0: heel erg, 3.0: nogal, 2.0: een beetje, 1.0: helemaal niet, 4.0: tamelijk veel	{"5.0": "heel erg", "3.0": "nogal", "2.0": "een beetje", "1.0": "helemaal niet", "4.0": "tamelijk veel"}	5.0: heel erg, 3.0: nogal, 2.0: een beetje, 1.0: helemaal niet, 4.0: tamelijk veel	{"5.0": "heel erg", "3.0": "nogal", "2.0": "een beetje", "1.0": "helemaal niet", "4.0": "tamelijk veel"}	5.0: heel erg, 3.0: nogal, 2.0: een beetje, 1.0: helemaal niet, 4.0: tamelijk veel	{"5.0": "heel erg", "3.0": "nogal", "2.0": "een beetje", "1.0": "helemaal niet", "4.0": "tamelijk veel"}	5.0: heel erg, 3.0: nogal, 2.0: een beetje, 1.0: helemaal niet, 4.0: tamelijk veel
782	covt15b_scl90som12_adu_q_2	FALSE	zwaar voelen in armen of benen / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"NaN": 17415, "1.0": 8788, "2.0": 1078, "3.0": 166, "4.0": 71, "5.0": 19}	NaN: 17415, 1.0: 8788, 2.0: 1078, 3.0: 166, 4.0: 71, 5.0: 19	{"NaN": 17415, "1.0": 8788, "2.0": 1078, "3.0": 166, "4.0": 71, "5.0": 19}	NaN: 17415, 1.0: 8788, 2.0: 1078, 3.0: 166, 4.0: 71, 5.0: 19	{"1.0": "helemaal niet", "2.0": "een beetje", "3.0": "nogal", "4.0": "tamelijk veel", "5.0": "heel erg"}	1.0: helemaal niet, 2.0: een beetje, 3.0: nogal, 4.0: tamelijk veel, 5.0: heel erg	{"1.0": "helemaal niet", "2.0": "een beetje", "3.0": "nogal", "4.0": "tamelijk veel", "5.0": "heel erg"}	1.0: helemaal niet, 2.0: een beetje, 3.0: nogal, 4.0: tamelijk veel, 5.0: heel erg	{"1.0": "helemaal niet", "2.0": "een beetje", "3.0": "nogal", "4.0": "tamelijk veel", "5.0": "heel erg"}	1.0: helemaal niet, 2.0: een beetje, 3.0: nogal, 4.0: tamelijk veel, 5.0: heel erg	{"1.0": "helemaal niet", "2.0": "een beetje", "3.0": "nogal", "4.0": "tamelijk veel", "5.0": "heel erg"}	1.0: helemaal niet, 2.0: een beetje, 3.0: nogal, 4.0: tamelijk veel, 5.0: heel erg
783	covt16_scl90som12_adu_q_2	FALSE	zwaar voelen in armen of benen / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"NaN": 15896, "1.0": 10026, "2.0": 1330, "3.0": 195, "4.0": 65, "5.0": 25}	NaN: 15896, 1.0: 10026, 2.0: 1330, 3.0: 195, 4.0: 65, 5.0: 25	{"NaN": 15896, "1.0": 10026, "2.0": 1330, "3.0": 195, "4.0": 65, "5.0": 25}	NaN: 15896, 1.0: 10026, 2.0: 1330, 3.0: 195, 4.0: 65, 5.0: 25	{"5.0": "heel erg", "1.0": "helemaal niet", "2.0": "een beetje", "4.0": "tamelijk veel", "3.0": "nogal"}	5.0: heel erg, 1.0: helemaal niet, 2.0: een beetje, 4.0: tamelijk veel, 3.0: nogal	{"5.0": "heel erg", "1.0": "helemaal niet", "2.0": "een beetje", "4.0": "tamelijk veel", "3.0": "nogal"}	5.0: heel erg, 1.0: helemaal niet, 2.0: een beetje, 4.0: tamelijk veel, 3.0: nogal	{"5.0": "heel erg", "1.0": "helemaal niet", "2.0": "een beetje", "4.0": "tamelijk veel", "3.0": "nogal"}	5.0: heel erg, 1.0: helemaal niet, 2.0: een beetje, 4.0: tamelijk veel, 3.0: nogal	{"5.0": "heel erg", "1.0": "helemaal niet", "2.0": "een beetje", "4.0": "tamelijk veel", "3.0": "nogal"}	5.0: heel erg, 1.0: helemaal niet, 2.0: een beetje, 4.0: tamelijk veel, 3.0: nogal
784	covt16b_scl90som12_adu_q_2	FALSE	zwaar voelen in armen of benen / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"NaN": 17933, "1.0": 8416, "2.0": 948, "3.0": 174, "4.0": 51, "5.0": 15}	NaN: 17933, 1.0: 8416, 2.0: 948, 3.0: 174, 4.0: 51, 5.0: 15	{"NaN": 17933, "1.0": 8416, "2.0": 948, "3.0": 174, "4.0": 51, "5.0": 15}	NaN: 17933, 1.0: 8416, 2.0: 948, 3.0: 174, 4.0: 51, 5.0: 15	{"4.0": "tamelijk veel", "5.0": "heel erg", "3.0": "nogal", "1.0": "helemaal niet", "2.0": "een beetje"}	4.0: tamelijk veel, 5.0: heel erg, 3.0: nogal, 1.0: helemaal niet, 2.0: een beetje	{"4.0": "tamelijk veel", "5.0": "heel erg", "3.0": "nogal", "1.0": "helemaal niet", "2.0": "een beetje"}	4.0: tamelijk veel, 5.0: heel erg, 3.0: nogal, 1.0: helemaal niet, 2.0: een beetje	{"4.0": "tamelijk veel", "5.0": "heel erg", "3.0": "nogal", "1.0": "helemaal niet", "2.0": "een beetje"}	4.0: tamelijk veel, 5.0: heel erg, 3.0: nogal, 1.0: helemaal niet, 2.0: een beetje	{"4.0": "tamelijk veel", "5.0": "heel erg", "3.0": "nogal", "1.0": "helemaal niet", "2.0": "een beetje"}	4.0: tamelijk veel, 5.0: heel erg, 3.0: nogal, 1.0: helemaal niet, 2.0: een beetje
785	covt17_scl90som12_adu_q_2	FALSE	zwaar voelen in armen of benen / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"NaN": 15034, "1.0": 10786, "2.0": 1349, "3.0": 241, "4.0": 89, "5.0": 38}	NaN: 15034, 1.0: 10786, 2.0: 1349, 3.0: 241, 4.0: 89, 5.0: 38	{"NaN": 15034, "1.0": 10786, "2.0": 1349, "3.0": 241, "4.0": 89, "5.0": 38}	NaN: 15034, 1.0: 10786, 2.0: 1349, 3.0: 241, 4.0: 89, 5.0: 38	{"4.0": "tamelijk veel", "2.0": "een beetje", "1.0": "helemaal niet", "3.0": "nogal", "5.0": "heel erg"}	4.0: tamelijk veel, 2.0: een beetje, 1.0: helemaal niet, 3.0: nogal, 5.0: heel erg	{"4.0": "tamelijk veel", "2.0": "een beetje", "1.0": "helemaal niet", "3.0": "nogal", "5.0": "heel erg"}	4.0: tamelijk veel, 2.0: een beetje, 1.0: helemaal niet, 3.0: nogal, 5.0: heel erg	{"4.0": "tamelijk veel", "2.0": "een beetje", "1.0": "helemaal niet", "3.0": "nogal", "5.0": "heel erg"}	4.0: tamelijk veel, 2.0: een beetje, 1.0: helemaal niet, 3.0: nogal, 5.0: heel erg	{"4.0": "tamelijk veel", "2.0": "een beetje", "1.0": "helemaal niet", "3.0": "nogal", "5.0": "heel erg"}	4.0: tamelijk veel, 2.0: een beetje, 1.0: helemaal niet, 3.0: nogal, 5.0: heel erg
786	covt01_symptoms_adu_q_1_a	TRUE	kortademigheid / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"1.0": 13932, "NaN": 10902, "2.0": 2228, "3.0": 335, "4.0": 111, "5.0": 29}	1.0: 13932, NaN: 10902, 2.0: 2228, 3.0: 335, 4.0: 111, 5.0: 29	{"1.0": 13932, "NaN": 10902, "2.0": 2228, "3.0": 335, "4.0": 111, "5.0": 29}	1.0: 13932, NaN: 10902, 2.0: 2228, 3.0: 335, 4.0: 111, 5.0: 29	{"1.0": "helemaal niet", "4.0": "tamelijk veel", "2.0": "een beetje", "3.0": "nogal", "5.0": "heel erg"}	1.0: helemaal niet, 4.0: tamelijk veel, 2.0: een beetje, 3.0: nogal, 5.0: heel erg	{"1.0": "helemaal niet", "4.0": "tamelijk veel", "2.0": "een beetje", "3.0": "nogal", "5.0": "heel erg"}	1.0: helemaal niet, 4.0: tamelijk veel, 2.0: een beetje, 3.0: nogal, 5.0: heel erg	{"1.0": "helemaal niet", "4.0": "tamelijk veel", "2.0": "een beetje", "3.0": "nogal", "5.0": "heel erg"}	1.0: helemaal niet, 4.0: tamelijk veel, 2.0: een beetje, 3.0: nogal, 5.0: heel erg	{"1.0": "helemaal niet", "4.0": "tamelijk veel", "2.0": "een beetje", "3.0": "nogal", "5.0": "heel erg"}	1.0: helemaal niet, 4.0: tamelijk veel, 2.0: een beetje, 3.0: nogal, 5.0: heel erg
787	covt02_symptoms_adu_q_1_a	FALSE	kortademigheid / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"1.0": 15040, "NaN": 9962, "2.0": 2181, "3.0": 245, "4.0": 97, "5.0": 12}	1.0: 15040, NaN: 9962, 2.0: 2181, 3.0: 245, 4.0: 97, 5.0: 12	{"1.0": 15040, "NaN": 9962, "2.0": 2181, "3.0": 245, "4.0": 97, "5.0": 12}	1.0: 15040, NaN: 9962, 2.0: 2181, 3.0: 245, 4.0: 97, 5.0: 12	{"5.0": "heel erg", "2.0": "een beetje", "1.0": "helemaal niet", "3.0": "nogal", "4.0": "tamelijk veel"}	5.0: heel erg, 2.0: een beetje, 1.0: helemaal niet, 3.0: nogal, 4.0: tamelijk veel	{"5.0": "heel erg", "2.0": "een beetje", "1.0": "helemaal niet", "3.0": "nogal", "4.0": "tamelijk veel"}	5.0: heel erg, 2.0: een beetje, 1.0: helemaal niet, 3.0: nogal, 4.0: tamelijk veel	{"5.0": "heel erg", "2.0": "een beetje", "1.0": "helemaal niet", "3.0": "nogal", "4.0": "tamelijk veel"}	5.0: heel erg, 2.0: een beetje, 1.0: helemaal niet, 3.0: nogal, 4.0: tamelijk veel	{"5.0": "heel erg", "2.0": "een beetje", "1.0": "helemaal niet", "3.0": "nogal", "4.0": "tamelijk veel"}	5.0: heel erg, 2.0: een beetje, 1.0: helemaal niet, 3.0: nogal, 4.0: tamelijk veel
788	covt03_symptoms_adu_q_1_a	FALSE	kortademigheid / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"1.0": 15335, "NaN": 9707, "2.0": 2172, "3.0": 251, "4.0": 60, "5.0": 12}	1.0: 15335, NaN: 9707, 2.0: 2172, 3.0: 251, 4.0: 60, 5.0: 12	{"1.0": 15335, "NaN": 9707, "2.0": 2172, "3.0": 251, "4.0": 60, "5.0": 12}	1.0: 15335, NaN: 9707, 2.0: 2172, 3.0: 251, 4.0: 60, 5.0: 12	{"5.0": "heel erg", "1.0": "helemaal niet", "2.0": "een beetje", "3.0": "nogal", "4.0": "tamelijk veel"}	5.0: heel erg, 1.0: helemaal niet, 2.0: een beetje, 3.0: nogal, 4.0: tamelijk veel	{"5.0": "heel erg", "1.0": "helemaal niet", "2.0": "een beetje", "3.0": "nogal", "4.0": "tamelijk veel"}	5.0: heel erg, 1.0: helemaal niet, 2.0: een beetje, 3.0: nogal, 4.0: tamelijk veel	{"5.0": "heel erg", "1.0": "helemaal niet", "2.0": "een beetje", "3.0": "nogal", "4.0": "tamelijk veel"}	5.0: heel erg, 1.0: helemaal niet, 2.0: een beetje, 3.0: nogal, 4.0: tamelijk veel	{"5.0": "heel erg", "1.0": "helemaal niet", "2.0": "een beetje", "3.0": "nogal", "4.0": "tamelijk veel"}	5.0: heel erg, 1.0: helemaal niet, 2.0: een beetje, 3.0: nogal, 4.0: tamelijk veel
789	covt04_symptoms_adu_q_1_a	FALSE	kortademigheid / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"1.0": 14927, "NaN": 10500, "2.0": 1837, "3.0": 201, "4.0": 60, "5.0": 12}	1.0: 14927, NaN: 10500, 2.0: 1837, 3.0: 201, 4.0: 60, 5.0: 12	{"1.0": 14927, "NaN": 10500, "2.0": 1837, "3.0": 201, "4.0": 60, "5.0": 12}	1.0: 14927, NaN: 10500, 2.0: 1837, 3.0: 201, 4.0: 60, 5.0: 12	{"5.0": "heel erg", "2.0": "een beetje", "1.0": "helemaal niet", "3.0": "nogal", "4.0": "tamelijk veel"}	5.0: heel erg, 2.0: een beetje, 1.0: helemaal niet, 3.0: nogal, 4.0: tamelijk veel	{"5.0": "heel erg", "2.0": "een beetje", "1.0": "helemaal niet", "3.0": "nogal", "4.0": "tamelijk veel"}	5.0: heel erg, 2.0: een beetje, 1.0: helemaal niet, 3.0: nogal, 4.0: tamelijk veel	{"5.0": "heel erg", "2.0": "een beetje", "1.0": "helemaal niet", "3.0": "nogal", "4.0": "tamelijk veel"}	5.0: heel erg, 2.0: een beetje, 1.0: helemaal niet, 3.0: nogal, 4.0: tamelijk veel	{"5.0": "heel erg", "2.0": "een beetje", "1.0": "helemaal niet", "3.0": "nogal", "4.0": "tamelijk veel"}	5.0: heel erg, 2.0: een beetje, 1.0: helemaal niet, 3.0: nogal, 4.0: tamelijk veel
790	covt05_symptoms_adu_q_1_a	FALSE	kortademigheid / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"1.0": 14453, "NaN": 11124, "2.0": 1729, "3.0": 172, "4.0": 44, "5.0": 15}	1.0: 14453, NaN: 11124, 2.0: 1729, 3.0: 172, 4.0: 44, 5.0: 15	{"1.0": 14453, "NaN": 11124, "2.0": 1729, "3.0": 172, "4.0": 44, "5.0": 15}	1.0: 14453, NaN: 11124, 2.0: 1729, 3.0: 172, 4.0: 44, 5.0: 15	{"5.0": "heel erg", "1.0": "helemaal niet", "4.0": "tamelijk veel", "3.0": "nogal", "2.0": "een beetje"}	5.0: heel erg, 1.0: helemaal niet, 4.0: tamelijk veel, 3.0: nogal, 2.0: een beetje	{"5.0": "heel erg", "1.0": "helemaal niet", "4.0": "tamelijk veel", "3.0": "nogal", "2.0": "een beetje"}	5.0: heel erg, 1.0: helemaal niet, 4.0: tamelijk veel, 3.0: nogal, 2.0: een beetje	{"5.0": "heel erg", "1.0": "helemaal niet", "4.0": "tamelijk veel", "3.0": "nogal", "2.0": "een beetje"}	5.0: heel erg, 1.0: helemaal niet, 4.0: tamelijk veel, 3.0: nogal, 2.0: een beetje	{"5.0": "heel erg", "1.0": "helemaal niet", "4.0": "tamelijk veel", "3.0": "nogal", "2.0": "een beetje"}	5.0: heel erg, 1.0: helemaal niet, 4.0: tamelijk veel, 3.0: nogal, 2.0: een beetje
791	covt06_symptoms_adu_q_1_a	FALSE	kortademigheid / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"1.0": 13759, "NaN": 11939, "2.0": 1614, "3.0": 176, "4.0": 42, "5.0": 7}	1.0: 13759, NaN: 11939, 2.0: 1614, 3.0: 176, 4.0: 42, 5.0: 7	{"1.0": 13759, "NaN": 11939, "2.0": 1614, "3.0": 176, "4.0": 42, "5.0": 7}	1.0: 13759, NaN: 11939, 2.0: 1614, 3.0: 176, 4.0: 42, 5.0: 7	{"1.0": "helemaal niet", "4.0": "tamelijk veel", "5.0": "heel erg", "2.0": "een beetje", "3.0": "nogal"}	1.0: helemaal niet, 4.0: tamelijk veel, 5.0: heel erg, 2.0: een beetje, 3.0: nogal	{"1.0": "helemaal niet", "4.0": "tamelijk veel", "5.0": "heel erg", "2.0": "een beetje", "3.0": "nogal"}	1.0: helemaal niet, 4.0: tamelijk veel, 5.0: heel erg, 2.0: een beetje, 3.0: nogal	{"1.0": "helemaal niet", "4.0": "tamelijk veel", "5.0": "heel erg", "2.0": "een beetje", "3.0": "nogal"}	1.0: helemaal niet, 4.0: tamelijk veel, 5.0: heel erg, 2.0: een beetje, 3.0: nogal	{"1.0": "helemaal niet", "4.0": "tamelijk veel", "5.0": "heel erg", "2.0": "een beetje", "3.0": "nogal"}	1.0: helemaal niet, 4.0: tamelijk veel, 5.0: heel erg, 2.0: een beetje, 3.0: nogal
792	covt07_symptoms_adu_q_2_a	FALSE	kortademigheid / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"1.0": 13507, "NaN": 12187, "2.0": 1608, "3.0": 180, "4.0": 37, "5.0": 18}	1.0: 13507, NaN: 12187, 2.0: 1608, 3.0: 180, 4.0: 37, 5.0: 18	{"1.0": 13507, "NaN": 12187, "2.0": 1608, "3.0": 180, "4.0": 37, "5.0": 18}	1.0: 13507, NaN: 12187, 2.0: 1608, 3.0: 180, 4.0: 37, 5.0: 18	{"3.0": "nogal", "1.0": "helemaal niet", "2.0": "een beetje", "5.0": "heel erg", "4.0": "tamelijk veel"}	3.0: nogal, 1.0: helemaal niet, 2.0: een beetje, 5.0: heel erg, 4.0: tamelijk veel	{"3.0": "nogal", "1.0": "helemaal niet", "2.0": "een beetje", "5.0": "heel erg", "4.0": "tamelijk veel"}	3.0: nogal, 1.0: helemaal niet, 2.0: een beetje, 5.0: heel erg, 4.0: tamelijk veel	{"3.0": "nogal", "1.0": "helemaal niet", "2.0": "een beetje", "5.0": "heel erg", "4.0": "tamelijk veel"}	3.0: nogal, 1.0: helemaal niet, 2.0: een beetje, 5.0: heel erg, 4.0: tamelijk veel	{"3.0": "nogal", "1.0": "helemaal niet", "2.0": "een beetje", "5.0": "heel erg", "4.0": "tamelijk veel"}	3.0: nogal, 1.0: helemaal niet, 2.0: een beetje, 5.0: heel erg, 4.0: tamelijk veel
793	covt08_symptoms_adu_q_2_a	FALSE	kortademigheid / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"NaN": 13784, "1.0": 12137, "2.0": 1403, "3.0": 162, "4.0": 41, "5.0": 10}	NaN: 13784, 1.0: 12137, 2.0: 1403, 3.0: 162, 4.0: 41, 5.0: 10	{"NaN": 13784, "1.0": 12137, "2.0": 1403, "3.0": 162, "4.0": 41, "5.0": 10}	NaN: 13784, 1.0: 12137, 2.0: 1403, 3.0: 162, 4.0: 41, 5.0: 10	{"2.0": "een beetje", "1.0": "helemaal niet", "4.0": "tamelijk veel", "3.0": "nogal", "5.0": "heel erg"}	2.0: een beetje, 1.0: helemaal niet, 4.0: tamelijk veel, 3.0: nogal, 5.0: heel erg	{"2.0": "een beetje", "1.0": "helemaal niet", "4.0": "tamelijk veel", "3.0": "nogal", "5.0": "heel erg"}	2.0: een beetje, 1.0: helemaal niet, 4.0: tamelijk veel, 3.0: nogal, 5.0: heel erg	{"2.0": "een beetje", "1.0": "helemaal niet", "4.0": "tamelijk veel", "3.0": "nogal", "5.0": "heel erg"}	2.0: een beetje, 1.0: helemaal niet, 4.0: tamelijk veel, 3.0: nogal, 5.0: heel erg	{"2.0": "een beetje", "1.0": "helemaal niet", "4.0": "tamelijk veel", "3.0": "nogal", "5.0": "heel erg"}	2.0: een beetje, 1.0: helemaal niet, 4.0: tamelijk veel, 3.0: nogal, 5.0: heel erg
794	covt09_symptoms_adu_q_2_a	FALSE	kortademigheid / in welke mate had u de afgelopen 7 dagen last van:		ordinal-ordered		FALSE				{"NaN": 14639, "1.0": 11328, "2.0": 1387, "3.0": 142, "4.0": 30, "5.0": 11}	NaN: 14639, 1.0: 11328, 2.0: 1387, 3.0: 142, 4.0: 30, 5.0: 11	{"NaN": 14639, "1.0": 11328, "2.0": 1387, "3.0": 142, "4.0": 30, "5.0": 11}	NaN: 14639, 1.0: 11328, 2.0: 1387, 3.0: 142, 4.0: 30, 5.0: 11	{"2.0": "een beetje", "3.0": "nogal", "1.0": "helemaal niet", "5.0": "heel erg", "4.0": "tamelijk veel"}	2.0: een beetje, 3.0: nogal, 1.0: helemaal niet, 5.0: heel erg, 4.0: tamelijk veel	{"2.0": "een beetje", "3.0": "nogal", "1.0": "helemaal niet", "5.0": "heel erg", "4.0": "tamelijk veel"}	2.0: een beetje, 3.0: nogal, 1.0: helemaal niet, 5.0: heel erg, 4.0: tamelijk veel	{"2.0": "een beetje", "3.0": "nogal", "1.0": "helemaal niet", "5.0": "heel erg", "4.0": "tamelijk veel"}	2.0: een beetje, 3.0: nogal, 1.0: helemaal niet, 5.0: heel erg, 4.0: tamelijk veel	{"2.0": "een beetje", "3.0": "nogal", "1.0": "helemaal niet", "5.0": "heel erg", "4.0": "tamelijk veel"}	2.0: een beetje, 3.0: nogal, 1.0: helemaal niet, 5.0: heel erg, 4.0: tamelijk veel
